"Sex","Ethnicity","Legal_Status","Custody_Status","Marital_Status","Recidivism_Supervision_Level","Raw_Score","Decile_Score"
"Male","African-American","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.689583333333333,0.818181818181818
"Male","Hispanic","Other","Probation","Married","Low",0.239583333333333,0.181818181818182
"Male","African-American","Pretrial","Pretrial Defendant","Single","Medium",0.66875,0.727272727272727
"Male","African-American","Pretrial","Pretrial Defendant","Single","Medium",0.6125,0.636363636363636
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.529166666666667,0.454545454545455
"Male","African-American","Post Sentence","Probation","Single","High",0.91875,1
"Male","African-American","Pretrial","Jail Inmate","Single","High",0.714583333333333,0.818181818181818
"Male","Caucasian","Post Sentence","Probation","Single","Medium",0.675,0.727272727272727
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.377083333333333,0.181818181818182
"Male","African-American","Pretrial","Jail Inmate","Single","Medium",0.614583333333333,0.636363636363636
"Female","Hispanic","Pretrial","Jail Inmate","Married","Low",0.45625,0.454545454545455
"Male","African-American","Pretrial","Pretrial Defendant","Single","Low",0.214583333333333,0.181818181818182
"Male","Asian","Post Sentence","Probation","Married","Low",0.154166666666667,0.181818181818182
"Male","Other","Pretrial","Jail Inmate","Single","Low",0.435416666666667,0.272727272727273
"Male","Caucasian","Post Sentence","Probation","Married","Low",0.26875,0.181818181818182
"Male","African-American","Post Sentence","Probation","Single","Low",0.3125,0.181818181818182
"Male","Caucasian","Post Sentence","Probation","Single","Low",0.229166666666667,0.181818181818182
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.364583333333333,0.181818181818182
"Male","Hispanic","Pretrial","Jail Inmate","Single","Low",0.439583333333333,0.272727272727273
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.560416666666667,0.454545454545455
"Male","African-American","Pretrial","Pretrial Defendant","Single","Medium",0.633333333333333,0.636363636363636
"Female","Caucasian","Pretrial","Pretrial Defendant","Single","Medium",0.56875,0.636363636363636
"Female","African-American","Pretrial","Pretrial Defendant","Single","Low",0.525,0.545454545454545
"Male","Caucasian","Post Sentence","Probation","Single","High",0.733333333333333,0.909090909090909
"Male","Caucasian","Pretrial","Jail Inmate","Single","High",0.73125,0.818181818181818
"Male","Hispanic","Conditional Release","Probation","Single","High",0.866666666666667,1
"Male","African-American","Pretrial","Pretrial Defendant","Married","Low",0.18125,0.181818181818182
"Male","African-American","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.777083333333333,0.909090909090909
"Male","Caucasian","Pretrial","Pretrial Defendant","Single","Low",0.4,0.272727272727273
"Male","African-American","Pretrial","Jail Inmate","Single","Medium",0.658333333333333,0.727272727272727
"Male","African-American","Post Sentence","Probation","Single","High",0.75,0.818181818181818
"Male","African-American","Post Sentence","Probation","Single","Medium",0.514583333333333,0.454545454545455
"Male","Native American","Pretrial","Jail Inmate","Single","Medium",0.641666666666667,0.636363636363636
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.59375,0.545454545454545
"Male","African-American","Pretrial","Jail Inmate","Single","Medium",0.629166666666667,0.636363636363636
"Female","African-American","Pretrial","Jail Inmate","Single","Low",0.360416666666667,0.272727272727273
"Female","Caucasian","Pretrial","Jail Inmate","Married","Low",0.264583333333333,0.181818181818182
"Male","African-American","Post Sentence","Probation","Divorced","Medium",0.63125,0.636363636363636
"Male","African-American","Pretrial","Jail Inmate","Single","High",0.860416666666667,1
"Male","Caucasian","Post Sentence","Probation","Divorced","Low",0.239583333333333,0.181818181818182
"Male","African-American","Post Sentence","Probation","Single","Low",0.6,0.545454545454545
"Male","Caucasian","Pretrial","Jail Inmate","Single","Medium",0.64375,0.727272727272727
"Male","African-American","Pretrial","Pretrial Defendant","Single","Low",0.414583333333333,0.272727272727273
"Male","African-American","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.7625,0.909090909090909
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.545833333333333,0.454545454545455
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.51875,0.454545454545455
"Male","African-American","Pretrial","Jail Inmate","Married","Medium",0.627083333333333,0.636363636363636
"Male","Hispanic","Other","Probation","Single","Low",0.28125,0.181818181818182
"Male","African-American","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.729166666666667,0.818181818181818
"Male","Caucasian","Pretrial","Jail Inmate","Separated","Low",0.214583333333333,0.181818181818182
"Male","African-American","Other","Probation","Widowed","Medium",0.635416666666667,0.636363636363636
"Female","African-American","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.729166666666667,0.909090909090909
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.410416666666667,0.272727272727273
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.379166666666667,0.181818181818182
"Female","African-American","Pretrial","Jail Inmate","Single","Low",0.520833333333333,0.545454545454545
"Female","Caucasian","Pretrial","Jail Inmate","Single","Low",0.433333333333333,0.363636363636364
"Male","Hispanic","Pretrial","Jail Inmate","Married","Low",0.420833333333333,0.272727272727273
"Male","African-American","Post Sentence","Probation","Single","Medium with Override Consideration",0.73125,0.818181818181818
"Male","African-American","Pretrial","Jail Inmate","Single","High",0.722916666666667,0.818181818181818
"Male","African-American","Pretrial","Jail Inmate","Single","Medium",0.6125,0.636363636363636
"Male","Hispanic","Pretrial","Pretrial Defendant","Single","High",0.791666666666667,0.909090909090909
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.379166666666667,0.181818181818182
"Male","African-American","Pretrial","Pretrial Defendant","Single","Medium",0.629166666666667,0.636363636363636
"Female","African-American","Pretrial","Pretrial Defendant","Single","Medium with Override Consideration",0.733333333333333,0.909090909090909
"Male","Caucasian","Post Sentence","Probation","Single","Low",0.327083333333333,0.181818181818182
"Male","Caucasian","Pretrial","Pretrial Defendant","Single","Low",0.539583333333333,0.454545454545455
"Male","Other","Pretrial","Jail Inmate","Single","Medium",0.666666666666667,0.727272727272727
"Male","Hispanic","Pretrial","Jail Inmate","Single","Low",0.558333333333333,0.454545454545455
"Male","Caucasian","Post Sentence","Probation","Single","Low",0.4875,0.363636363636364
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.485416666666667,0.363636363636364
"Female","Caucasian","Pretrial","Jail Inmate","Married","Low",0.404166666666667,0.363636363636364
"Male","Hispanic","Other","Probation","Married","Low",0.383333333333333,0.272727272727273
"Female","African-American","Pretrial","Jail Inmate","Single","Low",0.2875,0.181818181818182
"Female","Caucasian","Pretrial","Jail Inmate","Single","Low",0.358333333333333,0.272727272727273
"Male","Caucasian","Post Sentence","Probation","Divorced","Low",0.5625,0.545454545454545
"Male","African-American","Pretrial","Jail Inmate","Single","Medium",0.666666666666667,0.727272727272727
"Male","Hispanic","Other","Probation","Married","Low",0.475,0.363636363636364
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.245833333333333,0.181818181818182
"Male","African-American","Pretrial","Jail Inmate","Married","Medium",0.633333333333333,0.636363636363636
"Male","Other","Pretrial","Jail Inmate","Single","Low",0.227083333333333,0.181818181818182
"Male","Caucasian","Post Sentence","Probation","Single","Low",0.366666666666667,0.181818181818182
"Male","Caucasian","Post Sentence","Probation","Single","Medium with Override Consideration",0.722916666666667,0.818181818181818
"Male","African-American","Post Sentence","Probation","Single","Low",0.1,0.181818181818182
"Male","Hispanic","Pretrial","Jail Inmate","Single","Low",0.425,0.272727272727273
"Male","Hispanic","Other","Probation","Divorced","Low",0.3125,0.181818181818182
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.483333333333333,0.363636363636364
"Female","African-American","Pretrial","Jail Inmate","Single","Low",0.535416666666667,0.545454545454545
"Male","Caucasian","Pretrial","Jail Inmate","Divorced","Low",0.45625,0.272727272727273
"Male","Caucasian","Pretrial","Jail Inmate","Single","Medium",0.497916666666667,0.363636363636364
"Male","Caucasian","Pretrial","Jail Inmate","Married","Low",0.310416666666667,0.181818181818182
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.439583333333333,0.272727272727273
"Female","Caucasian","Pretrial","Jail Inmate","Single","Low",0.21875,0.181818181818182
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.59375,0.545454545454545
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.370833333333333,0.181818181818182
"Male","Caucasian","Pretrial","Jail Inmate","Married","Low",0.475,0.363636363636364
"Male","African-American","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.754166666666667,0.909090909090909
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.339583333333333,0.181818181818182
"Male","Other","Pretrial","Jail Inmate","Married","Low",0.427083333333333,0.272727272727273
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.4,0.272727272727273
"Male","Caucasian","Pretrial","Jail Inmate","Married","Low",0.452083333333333,0.272727272727273
"Male","African-American","Pretrial","Jail Inmate","Single","High",0.722916666666667,0.818181818181818
"Female","Caucasian","Pretrial","Jail Inmate","Married","Medium",0.5875,0.636363636363636
"Male","Hispanic","Pretrial","Jail Inmate","Single","Low",0.570833333333333,0.545454545454545
"Male","Caucasian","Pretrial","Jail Inmate","Divorced","Medium",0.622916666666667,0.636363636363636
"Female","African-American","Pretrial","Jail Inmate","Single","Medium",0.608333333333333,0.727272727272727
"Male","African-American","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.797916666666667,1
"Male","African-American","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.739583333333333,0.909090909090909
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.6,0.545454545454545
"Male","Hispanic","Other","Probation","Divorced","Low",0.508333333333333,0.363636363636364
"Male","Caucasian","Pretrial","Pretrial Defendant","Single","High",0.8125,1
"Male","Caucasian","Post Sentence","Probation","Divorced","Low",0.233333333333333,0.181818181818182
"Male","Hispanic","Other","Probation","Single","Low",0.347916666666667,0.181818181818182
"Male","Hispanic","Post Sentence","Probation","Single","Low",0.491666666666667,0.363636363636364
"Male","African-American","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.747916666666667,0.909090909090909
"Male","African-American","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.6875,0.818181818181818
"Female","African-American","Conditional Release","Probation","Single","Low",0.391666666666667,0.272727272727273
"Male","African-American","Pretrial","Pretrial Defendant","Single","Low",0.510416666666667,0.363636363636364
"Male","African-American","Post Sentence","Probation","Single","High",0.760416666666667,0.909090909090909
"Male","African-American","Pretrial","Pretrial Defendant","Married","Low",0.575,0.545454545454545
"Male","African-American","Post Sentence","Probation","Single","Medium with Override Consideration",0.7125,0.818181818181818
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.3625,0.181818181818182
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.48125,0.363636363636364
"Male","Hispanic","Pretrial","Pretrial Defendant","Single","Low",0.491666666666667,0.363636363636364
"Male","African-American","Post Sentence","Probation","Single","Medium with Override Consideration",0.641666666666667,0.636363636363636
"Male","African-American","Pretrial","Jail Inmate","Single","Medium",0.547916666666667,0.454545454545455
"Male","Caucasian","Conditional Release","Probation","Divorced","Low",0.3,0.181818181818182
"Male","African-American","Post Sentence","Probation","Single","High",0.75625,0.909090909090909
"Male","African-American","Pretrial","Pretrial Defendant","Single","Low",0.510416666666667,0.363636363636364
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.554166666666667,0.454545454545455
"Male","African-American","Post Sentence","Probation","Single","Low",0.46875,0.363636363636364
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.389583333333333,0.272727272727273
"Female","Caucasian","Pretrial","Jail Inmate","Single","Low",0.45625,0.454545454545455
"Female","Hispanic","Pretrial","Pretrial Defendant","Married","Low",0.372916666666667,0.272727272727273
"Female","Caucasian","Post Sentence","Probation","Single","Low",0.320833333333333,0.181818181818182
"Male","Caucasian","Post Sentence","Probation","Divorced","Low",0.272916666666667,0.181818181818182
"Male","African-American","Post Sentence","Probation","Single","Medium",0.629166666666667,0.636363636363636
"Male","Caucasian","Post Sentence","Probation","Single","Low",0.410416666666667,0.272727272727273
"Female","Caucasian","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.685416666666667,0.818181818181818
"Male","Caucasian","Pretrial","Jail Inmate","Divorced","Low",0.502083333333333,0.363636363636364
"Male","Caucasian","Pretrial","Jail Inmate","Single","Medium",0.541666666666667,0.454545454545455
"Male","African-American","Post Sentence","Probation","Single","Low",0.589583333333333,0.545454545454545
"Male","African-American","Other","Probation","Single","Low",0.529166666666667,0.454545454545455
"Male","African-American","Pretrial","Pretrial Defendant","Single","Medium with Override Consideration",0.725,0.818181818181818
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.558333333333333,0.454545454545455
"Male","Caucasian","Pretrial","Jail Inmate","Single","Medium",0.60625,0.636363636363636
"Male","Other","Pretrial","Jail Inmate","Significant Other","Low",0.26875,0.181818181818182
"Male","African-American","Pretrial","Pretrial Defendant","Divorced","Low",0.452083333333333,0.272727272727273
"Female","Caucasian","Post Sentence","Probation","Single","Medium with Override Consideration",0.695833333333333,0.909090909090909
"Male","Hispanic","Pretrial","Jail Inmate","Married","Low",0.325,0.181818181818182
"Female","African-American","Pretrial","Jail Inmate","Single","Low",0.391666666666667,0.272727272727273
"Male","Hispanic","Other","Probation","Married","Low",0.345833333333333,0.181818181818182
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.441666666666667,0.272727272727273
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.479166666666667,0.363636363636364
"Male","Caucasian","Pretrial","Pretrial Defendant","Married","Low",0.566666666666667,0.545454545454545
"Male","African-American","Post Sentence","Probation","Single","Low",0.572916666666667,0.545454545454545
"Male","African-American","Post Sentence","Probation","Separated","Low",0.5875,0.545454545454545
"Male","African-American","Pretrial","Jail Inmate","Single","High",0.810416666666667,1
"Female","Caucasian","Pretrial","Jail Inmate","Single","Low",0.233333333333333,0.181818181818182
"Male","African-American","Post Sentence","Probation","Married","Low",0.502083333333333,0.363636363636364
"Male","African-American","Post Sentence","Probation","Single","Low",0.360416666666667,0.181818181818182
"Male","Caucasian","Post Sentence","Probation","Married","Low",0.2375,0.181818181818182
"Male","Hispanic","Pretrial","Jail Inmate","Single","Low",0.291666666666667,0.181818181818182
"Male","Hispanic","Other","Probation","Married","Low",0.335416666666667,0.181818181818182
"Male","Caucasian","Post Sentence","Probation","Single","High",0.785416666666667,0.909090909090909
"Female","Caucasian","Pretrial","Jail Inmate","Single","Low",0.43125,0.363636363636364
"Female","Other","Pretrial","Jail Inmate","Single","Low",0.172916666666667,0.181818181818182
"Male","African-American","Pretrial","Jail Inmate","Married","Low",0.1625,0.181818181818182
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.245833333333333,0.181818181818182
"Female","Caucasian","Post Sentence","Probation","Widowed","Low",0.295833333333333,0.181818181818182
"Male","Caucasian","Post Sentence","Probation","Divorced","Low",0.239583333333333,0.181818181818182
"Female","Caucasian","Post Sentence","Probation","Single","Low",0.525,0.545454545454545
"Male","African-American","Post Sentence","Probation","Single","Low",0.485416666666667,0.363636363636364
"Male","African-American","Pretrial","Jail Inmate","Married","Low",0.335416666666667,0.181818181818182
"Male","African-American","Pretrial","Pretrial Defendant","Single","Low",0.41875,0.272727272727273
"Male","Caucasian","Post Sentence","Probation","Single","Low",0.266666666666667,0.181818181818182
"Male","African-American","Pretrial","Jail Inmate","Single","Medium",0.629166666666667,0.636363636363636
"Female","African-American","Pretrial","Jail Inmate","Single","Medium",0.508333333333333,0.545454545454545
"Male","Caucasian","Other","Probation","Single","Medium",0.641666666666667,0.636363636363636
"Male","Caucasian","Other","Probation","Single","Low",0.127083333333333,0.181818181818182
"Male","Hispanic","Post Sentence","Probation","Single","Low",0.325,0.181818181818182
"Female","African-American","Pretrial","Jail Inmate","Single","High",0.7125,0.909090909090909
"Male","Caucasian","Pretrial","Jail Inmate","Single","Medium",0.608333333333333,0.636363636363636
"Female","African-American","Post Sentence","Probation","Single","Medium",0.5875,0.636363636363636
"Female","Caucasian","Pretrial","Pretrial Defendant","Single","Low",0.439583333333333,0.363636363636364
"Male","Hispanic","Post Sentence","Probation","Divorced","Low",0.260416666666667,0.181818181818182
"Male","Hispanic","Post Sentence","Probation","Single","Low",0.535416666666667,0.454545454545455
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.3125,0.181818181818182
"Male","Caucasian","Post Sentence","Probation","Single","High",0.814583333333333,1
"Female","Caucasian","Post Sentence","Probation","Single","Low",0.464583333333333,0.454545454545455
"Male","Other","Pretrial","Jail Inmate","Married","Low",0.147916666666667,0.181818181818182
"Male","Hispanic","Post Sentence","Jail Inmate","Single","Low",0.541666666666667,0.454545454545455
"Female","Hispanic","Post Sentence","Probation","Single","Low",0.325,0.272727272727273
"Male","African-American","Pretrial","Jail Inmate","Single","Medium",0.647916666666667,0.727272727272727
"Female","Caucasian","Post Sentence","Probation","Single","Low",0.485416666666667,0.454545454545455
"Female","African-American","Pretrial","Jail Inmate","Separated","Low",0.304166666666667,0.181818181818182
"Male","Caucasian","Pretrial","Jail Inmate","Single","Medium",0.477083333333333,0.363636363636364
"Male","African-American","Pretrial","Jail Inmate","Single","High",0.90625,1
"Male","Caucasian","Post Sentence","Probation","Single","Medium with Override Consideration",0.69375,0.818181818181818
"Male","Caucasian","Post Sentence","Probation","Single","Medium with Override Consideration",0.675,0.727272727272727
"Male","African-American","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.733333333333333,0.909090909090909
"Female","African-American","Post Sentence","Probation","Single","Medium",0.55625,0.636363636363636
"Male","Caucasian","Post Sentence","Probation","Married","Medium",0.608333333333333,0.636363636363636
"Male","Caucasian","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.65625,0.727272727272727
"Male","Other","Pretrial","Jail Inmate","Married","Low",0.2,0.181818181818182
"Female","Caucasian","Pretrial","Jail Inmate","Single","Medium",0.604166666666667,0.727272727272727
"Male","Hispanic","Pretrial","Pretrial Defendant","Single","Low",0.570833333333333,0.545454545454545
"Male","African-American","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.604166666666667,0.545454545454545
"Female","African-American","Pretrial","Jail Inmate","Single","Low",0.25625,0.181818181818182
"Male","African-American","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.69375,0.818181818181818
"Male","Hispanic","Pretrial","Pretrial Defendant","Single","Low",0.45625,0.272727272727273
"Male","African-American","Other","Probation","Single","Low",0.26875,0.181818181818182
"Male","Caucasian","Post Sentence","Probation","Single","Low",0.366666666666667,0.181818181818182
"Male","African-American","Post Sentence","Probation","Single","Low",0.5375,0.363636363636364
"Female","African-American","Pretrial","Jail Inmate","Single","Low",0.335416666666667,0.272727272727273
"Male","African-American","Post Sentence","Probation","Single","Low",0.597916666666667,0.545454545454545
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.439583333333333,0.272727272727273
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.56875,0.545454545454545
"Male","Hispanic","Post Sentence","Probation","Divorced","Low",0.36875,0.181818181818182
"Female","African-American","Pretrial","Jail Inmate","Single","Medium",0.564583333333333,0.636363636363636
"Female","Caucasian","Post Sentence","Probation","Separated","Low",0.460416666666667,0.454545454545455
"Male","African-American","Pretrial","Jail Inmate","Single","High",0.80625,1
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.345833333333333,0.181818181818182
"Female","Hispanic","Pretrial","Jail Inmate","Single","Low",0.50625,0.545454545454545
"Female","African-American","Pretrial","Jail Inmate","Single","Medium",0.566666666666667,0.636363636363636
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.372916666666667,0.181818181818182
"Male","African-American","Pretrial","Pretrial Defendant","Single","Low",0.475,0.363636363636364
"Male","Caucasian","Pretrial","Jail Inmate","Married","Low",0.591666666666667,0.545454545454545
"Male","Caucasian","Post Sentence","Probation","Widowed","Low",0.504166666666667,0.363636363636364
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.320833333333333,0.181818181818182
"Female","Caucasian","Pretrial","Jail Inmate","Single","Low",0.30625,0.181818181818182
"Male","African-American","Pretrial","Pretrial Defendant","Single","Medium with Override Consideration",0.633333333333333,0.636363636363636
"Male","Caucasian","Post Sentence","Probation","Divorced","Low",0.370833333333333,0.181818181818182
"Male","African-American","Pretrial","Jail Inmate","Married","Medium with Override Consideration",0.71875,0.818181818181818
"Female","African-American","Pretrial","Pretrial Defendant","Single","Low",0.489583333333333,0.454545454545455
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.514583333333333,0.454545454545455
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.439583333333333,0.272727272727273
"Male","Other","Post Sentence","Probation","Single","Medium",0.635416666666667,0.636363636363636
"Male","Hispanic","Post Sentence","Probation","Single","Low",0.310416666666667,0.181818181818182
"Male","Hispanic","Post Sentence","Probation","Married","Medium with Override Consideration",0.708333333333333,0.818181818181818
"Male","Caucasian","Post Sentence","Probation","Single","Medium with Override Consideration",0.697916666666667,0.818181818181818
"Male","African-American","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.822916666666667,1
"Male","Caucasian","Pretrial","Jail Inmate","Married","Low",0.4,0.272727272727273
"Female","Caucasian","Pretrial","Pretrial Defendant","Single","Low",0.264583333333333,0.181818181818182
"Female","Caucasian","Pretrial","Pretrial Defendant","Single","Low",0.433333333333333,0.363636363636364
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.45625,0.272727272727273
"Female","Caucasian","Post Sentence","Probation","Divorced","Low",0.179166666666667,0.181818181818182
"Female","Caucasian","Post Sentence","Probation","Single","Low",0.541666666666667,0.545454545454545
"Male","Hispanic","Post Sentence","Probation","Separated","Low",0.279166666666667,0.181818181818182
"Male","Other","Post Sentence","Probation","Married","Low",0.379166666666667,0.181818181818182
"Female","Hispanic","Post Sentence","Probation","Single","Low",0.529166666666667,0.545454545454545
"Female","African-American","Pretrial","Jail Inmate","Single","Medium",0.55625,0.636363636363636
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.508333333333333,0.363636363636364
"Male","Hispanic","Post Sentence","Probation","Divorced","Low",0.29375,0.181818181818182
"Male","Asian","Pretrial","Jail Inmate","Single","Low",0.316666666666667,0.181818181818182
"Male","Caucasian","Pretrial","Jail Inmate","Married","Low",0.23125,0.181818181818182
"Female","Caucasian","Post Sentence","Probation","Single","Low",0.545833333333333,0.545454545454545
"Male","Caucasian","Post Sentence","Probation","Married","Low",0.352083333333333,0.181818181818182
"Male","African-American","Post Sentence","Probation","Single","Medium with Override Consideration",0.7,0.818181818181818
"Male","Hispanic","Post Sentence","Probation","Married","Low",0.55625,0.454545454545455
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.547916666666667,0.454545454545455
"Male","Caucasian","Post Sentence","Probation","Married","Low",0.497916666666667,0.363636363636364
"Female","African-American","Post Sentence","Probation","Single","Medium with Override Consideration",0.654166666666667,0.818181818181818
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.585416666666667,0.545454545454545
"Female","Asian","Post Sentence","Probation","Married","Low",0.31875,0.181818181818182
"Male","African-American","Post Sentence","Probation","Single","Low",0.535416666666667,0.454545454545455
"Male","Other","Pretrial","Jail Inmate","Divorced","Low",0.18125,0.181818181818182
"Male","Caucasian","Post Sentence","Probation","Divorced","Low",0.525,0.454545454545455
"Female","Caucasian","Pretrial","Jail Inmate","Married","Medium",0.59375,0.727272727272727
"Male","Caucasian","Post Sentence","Probation","Separated","Low",0.454166666666667,0.272727272727273
"Male","African-American","Post Sentence","Probation","Divorced","Low",0.364583333333333,0.181818181818182
"Male","African-American","Post Sentence","Probation","Single","Medium",0.61875,0.636363636363636
"Male","African-American","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.85625,1
"Female","Caucasian","Post Sentence","Probation","Single","Low",0.204166666666667,0.181818181818182
"Male","Hispanic","Post Sentence","Probation","Single","Low",0.522916666666667,0.363636363636364
"Male","Hispanic","Post Sentence","Probation","Single","Low",0.495833333333333,0.363636363636364
"Male","African-American","Pretrial","Jail Inmate","Married","Low",0.504166666666667,0.363636363636364
"Male","African-American","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.6375,0.636363636363636
"Male","African-American","Pretrial","Jail Inmate","Single","High",0.891666666666667,1
"Female","Caucasian","Pretrial","Pretrial Defendant","Single","Low",0.195833333333333,0.181818181818182
"Male","Caucasian","Post Sentence","Probation","Single","Low",0.408333333333333,0.272727272727273
"Female","African-American","Pretrial","Jail Inmate","Single","Medium",0.566666666666667,0.636363636363636
"Male","African-American","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.83125,1
"Male","Asian","Pretrial","Jail Inmate","Single","Low",0.41875,0.272727272727273
"Male","African-American","Pretrial","Pretrial Defendant","Single","Low",0.445833333333333,0.272727272727273
"Male","African-American","Post Sentence","Probation","Single","Low",0.5875,0.545454545454545
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.491666666666667,0.363636363636364
"Male","Hispanic","Post Sentence","Probation","Single","Low",0.24375,0.181818181818182
"Male","Caucasian","Pretrial","Jail Inmate","Married","Medium with Override Consideration",0.702083333333333,0.818181818181818
"Male","African-American","Post Sentence","Probation","Single","High",0.79375,0.909090909090909
"Female","African-American","Pretrial","Jail Inmate","Single","Medium",0.602083333333333,0.727272727272727
"Male","Hispanic","Post Sentence","Probation","Married","Low",0.51875,0.454545454545455
"Male","Caucasian","Post Sentence","Probation","Single","Medium with Override Consideration",0.822916666666667,1
"Male","Caucasian","Post Sentence","Probation","Single","Low",0.558333333333333,0.454545454545455
"Male","Caucasian","Pretrial","Pretrial Defendant","Married","Low",0.514583333333333,0.454545454545455
"Female","African-American","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.654166666666667,0.818181818181818
"Male","African-American","Post Sentence","Probation","Single","Medium",0.64375,0.727272727272727
"Female","African-American","Post Sentence","Probation","Single","Low",0.5125,0.545454545454545
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.277083333333333,0.181818181818182
"Female","African-American","Pretrial","Jail Inmate","Single","Low",0.383333333333333,0.272727272727273
"Male","Caucasian","Pretrial","Jail Inmate","Single","High",0.827083333333333,1
"Male","African-American","Pretrial","Jail Inmate","Single","Medium",0.620833333333333,0.636363636363636
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.185416666666667,0.181818181818182
"Male","Caucasian","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.604166666666667,0.636363636363636
"Male","African-American","Pretrial","Jail Inmate","Single","Medium",0.645833333333333,0.727272727272727
"Male","Caucasian","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.716666666666667,0.818181818181818
"Male","Other","Pretrial","Jail Inmate","Single","Medium",0.666666666666667,0.727272727272727
"Male","African-American","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.791666666666667,0.909090909090909
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.508333333333333,0.363636363636364
"Male","Other","Pretrial","Jail Inmate","Single","Low",0.322916666666667,0.181818181818182
"Male","Caucasian","Pretrial","Jail Inmate","Separated","Low",0.40625,0.272727272727273
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.535416666666667,0.454545454545455
"Male","African-American","Pretrial","Jail Inmate","Single","Medium",0.633333333333333,0.636363636363636
"Male","Hispanic","Pretrial","Jail Inmate","Married","Low",0.485416666666667,0.363636363636364
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.4125,0.272727272727273
"Male","Caucasian","Pretrial","Jail Inmate","Significant Other","Low",0.4125,0.272727272727273
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.377083333333333,0.181818181818182
"Male","Caucasian","Pretrial","Jail Inmate","Significant Other","Low",0.579166666666667,0.545454545454545
