"Sex","Ethnicity","Legal_Status","Custody_Status","Marital_Status","Decile_Score"
"Male","African-American","Post Sentence","Probation","Single",0.818181818181818
"Male","African-American","Post Sentence","Probation","Single",0.454545454545455
"Male","Native American","Pretrial","Jail Inmate","Single",0.636363636363636
"Male","African-American","Pretrial","Jail Inmate","Single",0.545454545454545
"Male","African-American","Pretrial","Jail Inmate","Single",0.636363636363636
"Female","African-American","Pretrial","Jail Inmate","Single",0.272727272727273
"Female","Caucasian","Pretrial","Jail Inmate","Married",0.181818181818182
"Male","African-American","Post Sentence","Probation","Divorced",0.636363636363636
"Male","African-American","Pretrial","Jail Inmate","Single",1
"Male","Caucasian","Post Sentence","Probation","Divorced",0.181818181818182
"Male","African-American","Post Sentence","Probation","Single",0.545454545454545
"Male","Caucasian","Pretrial","Jail Inmate","Single",0.727272727272727
"Male","African-American","Pretrial","Pretrial Defendant","Single",0.272727272727273
"Male","African-American","Pretrial","Jail Inmate","Single",0.909090909090909
"Male","Caucasian","Pretrial","Jail Inmate","Single",0.454545454545455
"Male","African-American","Pretrial","Jail Inmate","Single",0.454545454545455
"Male","African-American","Pretrial","Jail Inmate","Married",0.636363636363636
"Male","Hispanic","Other","Probation","Single",0.181818181818182
"Male","African-American","Pretrial","Jail Inmate","Single",0.818181818181818
"Male","Caucasian","Pretrial","Jail Inmate","Separated",0.181818181818182
"Male","African-American","Other","Probation","Widowed",0.636363636363636
"Female","African-American","Pretrial","Jail Inmate","Single",0.909090909090909
"Male","African-American","Pretrial","Jail Inmate","Single",0.272727272727273
"Male","African-American","Pretrial","Jail Inmate","Single",0.181818181818182
"Female","African-American","Pretrial","Jail Inmate","Single",0.545454545454545
"Female","Caucasian","Pretrial","Jail Inmate","Single",0.363636363636364
"Male","Hispanic","Pretrial","Jail Inmate","Married",0.272727272727273
"Male","African-American","Post Sentence","Probation","Single",0.818181818181818
"Male","African-American","Pretrial","Jail Inmate","Single",0.818181818181818
"Male","African-American","Pretrial","Jail Inmate","Single",0.636363636363636
"Male","Hispanic","Pretrial","Pretrial Defendant","Single",0.909090909090909
"Male","Caucasian","Pretrial","Jail Inmate","Single",0.181818181818182
"Male","African-American","Pretrial","Pretrial Defendant","Single",0.636363636363636
"Female","African-American","Pretrial","Pretrial Defendant","Single",0.909090909090909
"Male","Caucasian","Post Sentence","Probation","Single",0.181818181818182
"Male","Caucasian","Pretrial","Pretrial Defendant","Single",0.454545454545455
"Male","Other","Pretrial","Jail Inmate","Single",0.727272727272727
"Male","Hispanic","Pretrial","Jail Inmate","Single",0.454545454545455
"Male","Caucasian","Post Sentence","Probation","Single",0.363636363636364
"Male","African-American","Pretrial","Jail Inmate","Single",0.363636363636364
"Female","Caucasian","Pretrial","Jail Inmate","Married",0.363636363636364
"Male","Hispanic","Other","Probation","Married",0.272727272727273
"Female","African-American","Pretrial","Jail Inmate","Single",0.181818181818182
"Female","Caucasian","Pretrial","Jail Inmate","Single",0.272727272727273
"Male","Caucasian","Post Sentence","Probation","Divorced",0.545454545454545
"Male","African-American","Pretrial","Jail Inmate","Single",0.727272727272727
"Male","Hispanic","Other","Probation","Married",0.363636363636364
"Male","African-American","Pretrial","Jail Inmate","Single",0.181818181818182
"Male","African-American","Pretrial","Jail Inmate","Married",0.636363636363636
"Male","Other","Pretrial","Jail Inmate","Single",0.181818181818182
"Male","Caucasian","Post Sentence","Probation","Single",0.181818181818182
"Male","Caucasian","Post Sentence","Probation","Single",0.818181818181818
"Male","African-American","Post Sentence","Probation","Single",0.181818181818182
"Male","Hispanic","Pretrial","Jail Inmate","Single",0.272727272727273
"Male","Hispanic","Other","Probation","Divorced",0.181818181818182
"Male","African-American","Pretrial","Jail Inmate","Single",0.363636363636364
"Female","African-American","Pretrial","Jail Inmate","Single",0.545454545454545
"Male","Caucasian","Pretrial","Jail Inmate","Divorced",0.272727272727273
"Male","Caucasian","Pretrial","Jail Inmate","Single",0.363636363636364
"Male","Caucasian","Pretrial","Jail Inmate","Married",0.181818181818182
"Male","Caucasian","Pretrial","Jail Inmate","Single",0.272727272727273
"Female","Caucasian","Pretrial","Jail Inmate","Single",0.181818181818182
"Male","Caucasian","Pretrial","Jail Inmate","Single",0.545454545454545
"Male","African-American","Pretrial","Jail Inmate","Single",0.181818181818182
"Male","Caucasian","Pretrial","Jail Inmate","Married",0.363636363636364
"Male","African-American","Pretrial","Jail Inmate","Single",0.909090909090909
"Male","African-American","Pretrial","Jail Inmate","Single",0.181818181818182
"Male","Other","Pretrial","Jail Inmate","Married",0.272727272727273
"Male","African-American","Pretrial","Jail Inmate","Single",0.272727272727273
"Male","Caucasian","Pretrial","Jail Inmate","Married",0.272727272727273
"Male","African-American","Pretrial","Jail Inmate","Single",0.818181818181818
"Female","Caucasian","Pretrial","Jail Inmate","Married",0.636363636363636
"Male","Hispanic","Pretrial","Jail Inmate","Single",0.545454545454545
"Male","Caucasian","Pretrial","Jail Inmate","Divorced",0.636363636363636
"Female","African-American","Pretrial","Jail Inmate","Single",0.727272727272727
"Male","African-American","Pretrial","Jail Inmate","Single",1
"Male","African-American","Pretrial","Jail Inmate","Single",0.909090909090909
"Male","African-American","Pretrial","Jail Inmate","Single",0.545454545454545
"Male","Hispanic","Other","Probation","Divorced",0.363636363636364
"Male","Caucasian","Pretrial","Pretrial Defendant","Single",1
"Male","Caucasian","Post Sentence","Probation","Divorced",0.181818181818182
"Male","Hispanic","Other","Probation","Single",0.181818181818182
"Male","Hispanic","Post Sentence","Probation","Single",0.363636363636364
"Male","African-American","Pretrial","Jail Inmate","Single",0.909090909090909
"Male","African-American","Pretrial","Jail Inmate","Single",0.818181818181818
"Female","African-American","Conditional Release","Probation","Single",0.272727272727273
"Male","African-American","Pretrial","Pretrial Defendant","Single",0.363636363636364
"Male","African-American","Post Sentence","Probation","Single",0.909090909090909
"Male","African-American","Pretrial","Pretrial Defendant","Married",0.545454545454545
"Male","African-American","Post Sentence","Probation","Single",0.818181818181818
"Male","African-American","Pretrial","Jail Inmate","Single",0.181818181818182
"Male","African-American","Pretrial","Jail Inmate","Single",0.363636363636364
"Male","Hispanic","Pretrial","Pretrial Defendant","Single",0.363636363636364
"Male","African-American","Post Sentence","Probation","Single",0.636363636363636
"Male","African-American","Pretrial","Jail Inmate","Single",0.454545454545455
"Male","Caucasian","Conditional Release","Probation","Divorced",0.181818181818182
"Male","African-American","Post Sentence","Probation","Single",0.909090909090909
"Male","African-American","Pretrial","Pretrial Defendant","Single",0.363636363636364
"Male","African-American","Pretrial","Jail Inmate","Single",0.454545454545455
"Male","African-American","Post Sentence","Probation","Single",0.363636363636364
"Male","Caucasian","Pretrial","Jail Inmate","Single",0.272727272727273
"Female","Caucasian","Pretrial","Jail Inmate","Single",0.454545454545455
"Female","Hispanic","Pretrial","Pretrial Defendant","Married",0.272727272727273
"Female","Caucasian","Post Sentence","Probation","Single",0.181818181818182
"Male","Caucasian","Post Sentence","Probation","Divorced",0.181818181818182
"Male","African-American","Post Sentence","Probation","Single",0.636363636363636
"Male","Caucasian","Post Sentence","Probation","Single",0.272727272727273
"Female","Caucasian","Pretrial","Jail Inmate","Single",0.818181818181818
"Male","Caucasian","Pretrial","Jail Inmate","Divorced",0.363636363636364
"Male","Caucasian","Pretrial","Jail Inmate","Single",0.454545454545455
"Male","African-American","Post Sentence","Probation","Single",0.545454545454545
"Male","African-American","Other","Probation","Single",0.454545454545455
"Male","African-American","Pretrial","Pretrial Defendant","Single",0.818181818181818
"Male","African-American","Pretrial","Jail Inmate","Single",0.454545454545455
"Male","Caucasian","Pretrial","Jail Inmate","Single",0.636363636363636
"Male","Other","Pretrial","Jail Inmate","Significant Other",0.181818181818182
"Male","African-American","Pretrial","Pretrial Defendant","Divorced",0.272727272727273
"Female","Caucasian","Post Sentence","Probation","Single",0.909090909090909
"Male","Hispanic","Pretrial","Jail Inmate","Married",0.181818181818182
"Female","African-American","Pretrial","Jail Inmate","Single",0.272727272727273
"Male","Hispanic","Other","Probation","Married",0.181818181818182
"Male","African-American","Pretrial","Jail Inmate","Single",0.272727272727273
"Male","African-American","Pretrial","Jail Inmate","Single",0.363636363636364
"Male","Caucasian","Pretrial","Pretrial Defendant","Married",0.545454545454545
"Male","African-American","Post Sentence","Probation","Single",0.545454545454545
"Male","African-American","Post Sentence","Probation","Separated",0.545454545454545
"Male","African-American","Pretrial","Jail Inmate","Single",1
"Female","Caucasian","Pretrial","Jail Inmate","Single",0.181818181818182
"Male","African-American","Post Sentence","Probation","Married",0.363636363636364
"Male","African-American","Post Sentence","Probation","Single",0.181818181818182
"Male","Caucasian","Post Sentence","Probation","Married",0.181818181818182
"Male","Hispanic","Pretrial","Jail Inmate","Single",0.181818181818182
"Male","Hispanic","Other","Probation","Married",0.181818181818182
"Male","Caucasian","Post Sentence","Probation","Single",0.909090909090909
"Female","Caucasian","Pretrial","Jail Inmate","Single",0.363636363636364
"Female","Other","Pretrial","Jail Inmate","Single",0.181818181818182
"Male","African-American","Pretrial","Jail Inmate","Married",0.181818181818182
"Male","Caucasian","Pretrial","Jail Inmate","Single",0.181818181818182
"Female","Caucasian","Post Sentence","Probation","Widowed",0.181818181818182
"Male","Caucasian","Post Sentence","Probation","Divorced",0.181818181818182
"Female","Caucasian","Post Sentence","Probation","Single",0.545454545454545
"Male","African-American","Post Sentence","Probation","Single",0.363636363636364
"Male","African-American","Pretrial","Jail Inmate","Married",0.181818181818182
"Male","African-American","Pretrial","Pretrial Defendant","Single",0.272727272727273
"Male","Caucasian","Post Sentence","Probation","Single",0.181818181818182
"Male","African-American","Pretrial","Jail Inmate","Single",0.636363636363636
"Female","African-American","Pretrial","Jail Inmate","Single",0.545454545454545
"Male","Caucasian","Other","Probation","Single",0.636363636363636
"Male","Caucasian","Other","Probation","Single",0.181818181818182
"Male","Hispanic","Post Sentence","Probation","Single",0.181818181818182
"Female","African-American","Pretrial","Jail Inmate","Single",0.909090909090909
"Male","Caucasian","Pretrial","Jail Inmate","Single",0.636363636363636
"Female","African-American","Post Sentence","Probation","Single",0.636363636363636
"Female","Caucasian","Pretrial","Pretrial Defendant","Single",0.363636363636364
"Male","Hispanic","Post Sentence","Probation","Divorced",0.181818181818182
"Male","Hispanic","Post Sentence","Probation","Single",0.454545454545455
"Male","Caucasian","Pretrial","Jail Inmate","Single",0.181818181818182
"Male","Caucasian","Post Sentence","Probation","Single",1
"Female","Caucasian","Post Sentence","Probation","Single",0.454545454545455
"Male","Other","Pretrial","Jail Inmate","Married",0.181818181818182
"Male","Hispanic","Post Sentence","Jail Inmate","Single",0.454545454545455
"Female","Hispanic","Post Sentence","Probation","Single",0.272727272727273
"Male","African-American","Pretrial","Jail Inmate","Single",0.727272727272727
"Female","Caucasian","Post Sentence","Probation","Single",0.454545454545455
"Female","African-American","Pretrial","Jail Inmate","Separated",0.181818181818182
"Male","Caucasian","Pretrial","Jail Inmate","Single",0.363636363636364
"Male","African-American","Pretrial","Jail Inmate","Single",1
"Male","Caucasian","Post Sentence","Probation","Single",0.818181818181818
"Male","Caucasian","Post Sentence","Probation","Single",0.727272727272727
"Male","African-American","Pretrial","Jail Inmate","Single",0.909090909090909
"Female","African-American","Post Sentence","Probation","Single",0.636363636363636
"Male","Caucasian","Post Sentence","Probation","Married",0.636363636363636
"Male","Caucasian","Pretrial","Jail Inmate","Single",0.727272727272727
"Male","Other","Pretrial","Jail Inmate","Married",0.181818181818182
"Female","Caucasian","Pretrial","Jail Inmate","Single",0.727272727272727
"Male","Hispanic","Pretrial","Pretrial Defendant","Single",0.545454545454545
"Male","African-American","Pretrial","Jail Inmate","Single",0.545454545454545
"Female","African-American","Pretrial","Jail Inmate","Single",0.181818181818182
"Male","African-American","Pretrial","Jail Inmate","Single",0.818181818181818
"Male","Hispanic","Pretrial","Pretrial Defendant","Single",0.272727272727273
"Male","African-American","Other","Probation","Single",0.181818181818182
"Male","Caucasian","Post Sentence","Probation","Single",0.181818181818182
"Male","African-American","Post Sentence","Probation","Single",0.363636363636364
"Female","African-American","Pretrial","Jail Inmate","Single",0.272727272727273
"Male","African-American","Post Sentence","Probation","Single",0.545454545454545
"Male","African-American","Pretrial","Jail Inmate","Single",0.272727272727273
"Male","African-American","Pretrial","Jail Inmate","Single",0.545454545454545
"Male","Hispanic","Post Sentence","Probation","Divorced",0.181818181818182
"Female","African-American","Pretrial","Jail Inmate","Single",0.636363636363636
"Female","Caucasian","Post Sentence","Probation","Separated",0.454545454545455
"Male","African-American","Pretrial","Jail Inmate","Single",1
"Male","African-American","Pretrial","Jail Inmate","Single",0.181818181818182
"Female","Hispanic","Pretrial","Jail Inmate","Single",0.545454545454545
"Female","African-American","Pretrial","Jail Inmate","Single",0.636363636363636
"Male","Caucasian","Pretrial","Jail Inmate","Single",0.181818181818182
"Male","African-American","Pretrial","Pretrial Defendant","Single",0.363636363636364
"Male","Caucasian","Pretrial","Jail Inmate","Married",0.545454545454545
"Male","Caucasian","Post Sentence","Probation","Widowed",0.363636363636364
"Male","Caucasian","Pretrial","Jail Inmate","Single",0.181818181818182
"Female","Caucasian","Pretrial","Jail Inmate","Single",0.181818181818182
"Male","African-American","Pretrial","Pretrial Defendant","Single",0.636363636363636
"Male","Caucasian","Post Sentence","Probation","Divorced",0.181818181818182
"Male","African-American","Pretrial","Jail Inmate","Married",0.818181818181818
"Female","African-American","Pretrial","Pretrial Defendant","Single",0.454545454545455
"Male","African-American","Pretrial","Jail Inmate","Single",0.454545454545455
"Male","Caucasian","Pretrial","Jail Inmate","Single",0.272727272727273
"Male","Other","Post Sentence","Probation","Single",0.636363636363636
"Male","Hispanic","Post Sentence","Probation","Single",0.181818181818182
"Male","Hispanic","Post Sentence","Probation","Married",0.818181818181818
"Male","Caucasian","Post Sentence","Probation","Single",0.818181818181818
"Male","African-American","Pretrial","Jail Inmate","Single",1
"Male","Caucasian","Pretrial","Jail Inmate","Married",0.272727272727273
"Female","Caucasian","Pretrial","Pretrial Defendant","Single",0.181818181818182
"Female","Caucasian","Pretrial","Pretrial Defendant","Single",0.363636363636364
"Male","Caucasian","Pretrial","Jail Inmate","Single",0.272727272727273
"Female","Caucasian","Post Sentence","Probation","Divorced",0.181818181818182
"Female","Caucasian","Post Sentence","Probation","Single",0.545454545454545
"Male","Hispanic","Post Sentence","Probation","Separated",0.181818181818182
"Male","Other","Post Sentence","Probation","Married",0.181818181818182
"Female","Hispanic","Post Sentence","Probation","Single",0.545454545454545
"Female","African-American","Pretrial","Jail Inmate","Single",0.636363636363636
"Male","Caucasian","Pretrial","Jail Inmate","Single",0.363636363636364
"Male","Hispanic","Post Sentence","Probation","Divorced",0.181818181818182
"Male","Asian","Pretrial","Jail Inmate","Single",0.181818181818182
"Male","Caucasian","Pretrial","Jail Inmate","Married",0.181818181818182
"Female","Caucasian","Post Sentence","Probation","Single",0.545454545454545
"Male","Caucasian","Post Sentence","Probation","Married",0.181818181818182
"Male","African-American","Post Sentence","Probation","Single",0.818181818181818
"Male","Hispanic","Post Sentence","Probation","Married",0.454545454545455
"Male","Caucasian","Pretrial","Jail Inmate","Single",0.454545454545455
"Male","Caucasian","Post Sentence","Probation","Married",0.363636363636364
"Female","African-American","Post Sentence","Probation","Single",0.818181818181818
"Male","African-American","Pretrial","Jail Inmate","Single",0.545454545454545
"Female","Asian","Post Sentence","Probation","Married",0.181818181818182
"Male","African-American","Post Sentence","Probation","Single",0.454545454545455
"Male","Other","Pretrial","Jail Inmate","Divorced",0.181818181818182
"Male","Caucasian","Post Sentence","Probation","Divorced",0.454545454545455
"Female","Caucasian","Pretrial","Jail Inmate","Married",0.727272727272727
"Male","Caucasian","Post Sentence","Probation","Separated",0.272727272727273
"Male","African-American","Post Sentence","Probation","Divorced",0.181818181818182
"Male","African-American","Post Sentence","Probation","Single",0.636363636363636
"Male","African-American","Pretrial","Jail Inmate","Single",1
"Female","Caucasian","Post Sentence","Probation","Single",0.181818181818182
"Male","Hispanic","Post Sentence","Probation","Single",0.363636363636364
"Male","Hispanic","Post Sentence","Probation","Single",0.363636363636364
"Male","African-American","Pretrial","Jail Inmate","Married",0.363636363636364
"Male","African-American","Pretrial","Jail Inmate","Single",0.636363636363636
"Male","African-American","Pretrial","Jail Inmate","Single",1
"Female","Caucasian","Pretrial","Pretrial Defendant","Single",0.181818181818182
"Male","Caucasian","Post Sentence","Probation","Single",0.272727272727273
"Female","African-American","Pretrial","Jail Inmate","Single",0.636363636363636
"Male","African-American","Pretrial","Jail Inmate","Single",1
"Male","Asian","Pretrial","Jail Inmate","Single",0.272727272727273
"Male","African-American","Pretrial","Pretrial Defendant","Single",0.272727272727273
"Male","African-American","Post Sentence","Probation","Single",0.545454545454545
"Male","African-American","Pretrial","Jail Inmate","Single",0.363636363636364
"Male","Hispanic","Post Sentence","Probation","Single",0.181818181818182
"Male","Caucasian","Pretrial","Jail Inmate","Married",0.818181818181818
"Male","African-American","Post Sentence","Probation","Single",0.909090909090909
"Female","African-American","Pretrial","Jail Inmate","Single",0.727272727272727
"Male","Hispanic","Post Sentence","Probation","Married",0.454545454545455
"Male","Caucasian","Post Sentence","Probation","Single",1
"Male","Caucasian","Post Sentence","Probation","Single",0.454545454545455
"Male","Caucasian","Pretrial","Pretrial Defendant","Married",0.454545454545455
"Female","African-American","Pretrial","Jail Inmate","Single",0.818181818181818
"Male","African-American","Post Sentence","Probation","Single",0.727272727272727
"Female","African-American","Post Sentence","Probation","Single",0.545454545454545
"Male","Caucasian","Pretrial","Jail Inmate","Single",0.181818181818182
"Female","African-American","Pretrial","Jail Inmate","Single",0.272727272727273
"Male","Caucasian","Pretrial","Jail Inmate","Single",1
"Male","African-American","Pretrial","Jail Inmate","Single",0.636363636363636
"Male","Caucasian","Pretrial","Jail Inmate","Single",0.181818181818182
"Male","Caucasian","Pretrial","Jail Inmate","Single",0.636363636363636
"Male","African-American","Pretrial","Jail Inmate","Single",0.727272727272727
"Male","Caucasian","Pretrial","Jail Inmate","Single",0.818181818181818
"Male","Other","Pretrial","Jail Inmate","Single",0.727272727272727
"Male","African-American","Pretrial","Jail Inmate","Single",0.909090909090909
"Male","African-American","Pretrial","Jail Inmate","Single",0.363636363636364
"Male","Other","Pretrial","Jail Inmate","Single",0.181818181818182
"Male","Caucasian","Pretrial","Jail Inmate","Separated",0.272727272727273
"Male","Caucasian","Pretrial","Jail Inmate","Single",0.454545454545455
"Male","African-American","Pretrial","Jail Inmate","Single",0.636363636363636
"Male","Hispanic","Pretrial","Jail Inmate","Married",0.363636363636364
"Male","African-American","Pretrial","Jail Inmate","Single",0.272727272727273
"Male","Caucasian","Pretrial","Jail Inmate","Significant Other",0.272727272727273
"Male","African-American","Pretrial","Jail Inmate","Single",0.181818181818182
"Male","Caucasian","Pretrial","Jail Inmate","Significant Other",0.545454545454545
"Male","Caucasian","Pretrial","Jail Inmate","Single",0.272727272727273
"Male","Caucasian","Pretrial","Jail Inmate","Single",0.636363636363636
"Male","African-American","Post Sentence","Probation","Single",0.363636363636364
"Male","Caucasian","Pretrial","Jail Inmate","Single",0.181818181818182
"Female","African-American","Post Sentence","Probation","Single",0.818181818181818
"Male","Hispanic","Post Sentence","Probation","Single",0.636363636363636
"Male","African-American","Pretrial","Pretrial Defendant","Married",0.636363636363636
"Male","Hispanic","Post Sentence","Probation","Single",0.181818181818182
"Female","African-American","Post Sentence","Probation","Single",0.545454545454545
"Female","Caucasian","Post Sentence","Probation","Single",0.727272727272727
"Male","Caucasian","Post Sentence","Probation","Divorced",0.727272727272727
"Male","Caucasian","Pretrial","Jail Inmate","Single",0.454545454545455
"Male","Caucasian","Post Sentence","Probation","Single",0.363636363636364
"Male","African-American","Pretrial","Jail Inmate","Single",0.272727272727273
"Male","Caucasian","Post Sentence","Probation","Single",0.545454545454545
"Female","Other","Pretrial","Jail Inmate","Single",0.181818181818182
"Male","Hispanic","Post Sentence","Probation","Single",0.181818181818182
"Female","Hispanic","Post Sentence","Probation","Single",0.636363636363636
"Female","Hispanic","Post Sentence","Probation","Divorced",0.454545454545455
"Male","African-American","Pretrial","Jail Inmate","Single",0.181818181818182
"Male","Hispanic","Pretrial","Pretrial Defendant","Married",0.181818181818182
"Male","Other","Pretrial","Jail Inmate","Married",0.181818181818182
"Male","Hispanic","Pretrial","Pretrial Defendant","Married",0.181818181818182
"Female","Caucasian","Pretrial","Jail Inmate","Married",0.545454545454545
"Male","Caucasian","Post Sentence","Probation","Single",0.727272727272727
"Male","Caucasian","Post Sentence","Probation","Single",0.454545454545455
"Male","African-American","Post Sentence","Probation","Single",0.636363636363636
"Male","Caucasian","Post Sentence","Probation","Divorced",0.454545454545455
"Male","Caucasian","Pretrial","Jail Inmate","Single",0.363636363636364
"Female","Caucasian","Post Sentence","Probation","Single",0.545454545454545
"Female","Caucasian","Post Sentence","Probation","Single",0.181818181818182
"Male","Hispanic","Pretrial","Pretrial Defendant","Single",0.181818181818182
"Male","African-American","Post Sentence","Probation","Single",0.818181818181818
"Male","Hispanic","Post Sentence","Probation","Single",0.272727272727273
"Male","Caucasian","Post Sentence","Probation","Single",0.545454545454545
"Female","Caucasian","Post Sentence","Probation","Single",0.363636363636364
"Male","African-American","Pretrial","Jail Inmate","Married",0.636363636363636
"Male","African-American","Pretrial","Jail Inmate","Single",1
"Male","African-American","Pretrial","Pretrial Defendant","Separated",0.909090909090909
"Male","Hispanic","Pretrial","Pretrial Defendant","Divorced",0.181818181818182
"Male","Hispanic","Post Sentence","Probation","Married",0.181818181818182
"Male","African-American","Pretrial","Jail Inmate","Single",0.545454545454545
"Male","Other","Pretrial","Jail Inmate","Single",0.363636363636364
"Male","Hispanic","Pretrial","Jail Inmate","Married",0.181818181818182
"Male","Caucasian","Post Sentence","Probation","Single",0.272727272727273
"Male","African-American","Pretrial","Jail Inmate","Single",0.272727272727273
"Male","Hispanic","Post Sentence","Probation","Single",0.363636363636364
"Female","Caucasian","Post Sentence","Probation","Single",0.272727272727273
"Female","Caucasian","Pretrial","Jail Inmate","Single",0.181818181818182
"Male","Caucasian","Post Sentence","Probation","Single",0.181818181818182
"Male","Caucasian","Pretrial","Pretrial Defendant","Single",0.363636363636364
"Male","Caucasian","Post Sentence","Probation","Single",0.454545454545455
"Male","Caucasian","Pretrial","Jail Inmate","Single",0.545454545454545
"Male","Caucasian","Post Sentence","Probation","Single",0.181818181818182
"Male","Hispanic","Post Sentence","Probation","Single",0.727272727272727
"Male","Other","Post Sentence","Probation","Separated",0.363636363636364
"Male","African-American","Pretrial","Jail Inmate","Single",0.909090909090909
"Male","African-American","Pretrial","Jail Inmate","Single",0.181818181818182
"Female","Caucasian","Post Sentence","Probation","Single",0.363636363636364
"Male","African-American","Pretrial","Jail Inmate","Single",0.818181818181818
"Female","Caucasian","Pretrial","Pretrial Defendant","Single",0.272727272727273
"Male","African-American","Post Sentence","Probation","Single",1
"Male","Caucasian","Post Sentence","Probation","Single",0.909090909090909
"Male","Caucasian","Pretrial","Jail Inmate","Single",0.636363636363636
"Female","African-American","Post Sentence","Probation","Single",0.181818181818182
"Female","Caucasian","Pretrial","Pretrial Defendant","Single",0.181818181818182
"Male","African-American","Post Sentence","Probation","Single",0.818181818181818
"Male","African-American","Pretrial","Jail Inmate","Single",0.272727272727273
"Male","Caucasian","Post Sentence","Probation","Married",0.181818181818182
"Male","Hispanic","Pretrial","Jail Inmate","Married",0.181818181818182
"Female","African-American","Pretrial","Jail Inmate","Single",0.818181818181818
"Male","African-American","Pretrial","Jail Inmate","Single",0.454545454545455
"Male","African-American","Other","Probation","Single",0.727272727272727
"Male","African-American","Pretrial","Jail Inmate","Single",0.545454545454545
"Male","Caucasian","Post Sentence","Probation","Married",0.363636363636364
"Male","Caucasian","Post Sentence","Probation","Single",1
"Male","African-American","Pretrial","Jail Inmate","Single",0.272727272727273
"Male","African-American","Post Sentence","Probation","Single",0.818181818181818
"Male","Hispanic","Post Sentence","Probation","Single",0.909090909090909
"Male","African-American","Pretrial","Jail Inmate","Single",0.636363636363636
"Male","African-American","Pretrial","Pretrial Defendant","Single",0.727272727272727
"Female","Caucasian","Post Sentence","Probation","Single",0.545454545454545
"Male","Caucasian","Post Sentence","Probation","Married",0.181818181818182
"Male","Caucasian","Pretrial","Jail Inmate","Single",0.181818181818182
"Male","African-American","Pretrial","Jail Inmate","Single",1
"Female","African-American","Post Sentence","Probation","Single",0.363636363636364
"Male","African-American","Pretrial","Jail Inmate","Single",0.454545454545455
"Male","African-American","Pretrial","Pretrial Defendant","Single",0.181818181818182
"Male","African-American","Pretrial","Jail Inmate","Single",0.454545454545455
"Male","Caucasian","Pretrial","Pretrial Defendant","Single",0.363636363636364
"Male","African-American","Post Sentence","Probation","Single",0.909090909090909
"Male","Caucasian","Post Sentence","Probation","Single",0.636363636363636
"Female","Caucasian","Pretrial","Pretrial Defendant","Single",0.818181818181818
"Male","Other","Post Sentence","Probation","Married",0.181818181818182
"Male","African-American","Post Sentence","Probation","Single",0.181818181818182
"Female","Caucasian","Post Sentence","Probation","Single",0.727272727272727
"Male","Caucasian","Pretrial","Jail Inmate","Single",0.272727272727273
"Male","African-American","Pretrial","Pretrial Defendant","Single",0.545454545454545
"Male","Hispanic","Post Sentence","Probation","Single",0.272727272727273
"Male","Other","Pretrial","Jail Inmate","Single",0.545454545454545
"Male","Caucasian","Post Sentence","Probation","Married",0.272727272727273
"Male","Hispanic","Post Sentence","Probation","Married",0.181818181818182
"Male","African-American","Post Sentence","Probation","Single",0.727272727272727
"Male","African-American","Pretrial","Jail Inmate","Single",1
"Male","Caucasian","Post Sentence","Probation","Married",0.363636363636364
"Female","Caucasian","Post Sentence","Probation","Divorced",0.181818181818182
"Male","African-American","Pretrial","Jail Inmate","Single",0.636363636363636
"Male","African-American","Post Sentence","Probation","Single",0.636363636363636
"Female","African-American","Pretrial","Pretrial Defendant","Single",0.909090909090909
"Male","Asian","Post Sentence","Probation","Single",0.363636363636364
"Male","Caucasian","Pretrial","Jail Inmate","Single",0.727272727272727
"Male","African-American","Pretrial","Jail Inmate","Single",0.454545454545455
"Male","African-American","Pretrial","Jail Inmate","Single",0.363636363636364
"Male","Caucasian","Post Sentence","Probation","Single",0.181818181818182
"Male","Caucasian","Post Sentence","Probation","Single",0.181818181818182
"Male","African-American","Pretrial","Jail Inmate","Single",0.636363636363636
"Male","Hispanic","Post Sentence","Probation","Single",0.545454545454545
"Female","Caucasian","Pretrial","Jail Inmate","Divorced",0.363636363636364
"Male","African-American","Pretrial","Pretrial Defendant","Single",0.545454545454545
"Male","Caucasian","Post Sentence","Probation","Single",0.181818181818182
"Male","Hispanic","Post Sentence","Probation","Single",0.727272727272727
"Male","Hispanic","Other","Probation","Single",0.181818181818182
"Male","Hispanic","Other","Probation","Single",0.272727272727273
"Male","African-American","Pretrial","Jail Inmate","Divorced",0.363636363636364
"Male","Hispanic","Post Sentence","Probation","Single",0.545454545454545
"Male","Hispanic","Other","Probation","Divorced",0.181818181818182
"Female","Hispanic","Other","Probation","Married",0.272727272727273
"Male","African-American","Pretrial","Jail Inmate","Single",0.454545454545455
"Female","African-American","Pretrial","Jail Inmate","Single",0.909090909090909
"Male","African-American","Pretrial","Jail Inmate","Single",0.818181818181818
"Male","African-American","Pretrial","Jail Inmate","Single",0.818181818181818
"Male","Caucasian","Pretrial","Jail Inmate","Single",0.181818181818182
"Male","Caucasian","Post Sentence","Probation","Single",0.181818181818182
"Male","Hispanic","Pretrial","Pretrial Defendant","Married",0.272727272727273
"Male","African-American","Post Sentence","Probation","Single",0.818181818181818
"Female","Hispanic","Other","Probation","Divorced",0.181818181818182
"Male","Caucasian","Pretrial","Jail Inmate","Single",0.272727272727273
"Male","African-American","Post Sentence","Probation","Single",0.636363636363636
"Female","African-American","Pretrial","Jail Inmate","Single",0.727272727272727
