"Sex","Ethnicity","Legal_Status","Custody_Status","Marital_Status","Recidivism_Supervision_Level","Raw_Score"
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.410416666666667
"Male","African-American","Post Sentence","Probation","Single","Medium with Override Consideration",0.839583333333333
"Female","African-American","Post Sentence","Probation","Single","Medium with Override Consideration",0.7375
"Female","Caucasian","Pretrial","Pretrial Defendant","Single","Low",0.522916666666667
"Male","Other","Pretrial","Jail Inmate","Married","Low",0.560416666666667
"Male","Other","Post Sentence","Probation","Single","Low",0.341666666666667
"Male","Hispanic","Post Sentence","Probation","Single","Medium with Override Consideration",0.733333333333333
"Female","African-American","Pretrial","Jail Inmate","Divorced","Low",0.195833333333333
"Male","Caucasian","Post Sentence","Probation","Divorced","Low",0.464583333333333
"Male","African-American","Post Sentence","Probation","Single","Medium",0.6625
"Female","Caucasian","Pretrial","Pretrial Defendant","Single","Medium",0.585416666666667
"Female","African-American","Other","Probation","Single","Medium",0.560416666666667
"Male","Caucasian","Post Sentence","Probation","Single","Low",0.266666666666667
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.58125
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.4
"Male","Caucasian","Pretrial","Jail Inmate","Single","Medium",0.610416666666667
"Male","Caucasian","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.797916666666667
"Male","Other","Pretrial","Jail Inmate","Single","High",0.83125
"Male","African-American","Pretrial","Jail Inmate","Married","Medium",0.647916666666667
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.33125
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.495833333333333
"Male","Caucasian","Pretrial","Jail Inmate","Single","Medium",0.610416666666667
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.579166666666667
"Male","Caucasian","Pretrial","Jail Inmate","Single","Medium",0.614583333333333
"Male","Hispanic","Pretrial","Jail Inmate","Single","Medium",0.614583333333333
"Male","African-American","Pretrial","Jail Inmate","Single","Medium",0.672916666666667
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.527083333333333
"Female","Caucasian","Pretrial","Jail Inmate","Single","Low",0.470833333333333
"Male","African-American","Pretrial","Jail Inmate","Married","Medium with Override Consideration",0.689583333333333
"Male","African-American","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.697916666666667
"Female","African-American","Pretrial","Jail Inmate","Single","High",0.785416666666667
"Female","Hispanic","Pretrial","Jail Inmate","Married","Low",0.285416666666667
"Male","Caucasian","Pretrial","Jail Inmate","Married","Low",0.23125
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.272916666666667
"Male","Hispanic","Pretrial","Jail Inmate","Married","Low",0.216666666666667
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.489583333333333
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.59375
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.5375
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.516666666666667
"Male","African-American","Pretrial","Jail Inmate","Divorced","High",0.96875
"Male","Caucasian","Pretrial","Jail Inmate","Married","Low",0.266666666666667
"Male","African-American","Pretrial","Pretrial Defendant","Single","Medium",0.647916666666667
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.360416666666667
"Male","African-American","Post Sentence","Probation","Single","Low",0.397916666666667
"Male","African-American","Post Sentence","Probation","Single","Medium",0.672916666666667
"Female","Hispanic","Pretrial","Jail Inmate","Married","Low",0.14375
"Male","African-American","Pretrial","Pretrial Defendant","Single","Low",0.585416666666667
"Male","Caucasian","Pretrial","Pretrial Defendant","Married","Low",0.566666666666667
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.579166666666667
"Male","Caucasian","Pretrial","Pretrial Defendant","Single","Low",0.495833333333333
"Male","African-American","Post Sentence","Probation","Single","Low",0.575
"Female","Caucasian","Pretrial","Jail Inmate","Divorced","Low",0.166666666666667
"Male","African-American","Post Sentence","Probation","Single","Low",0.595833333333333
"Male","Caucasian","Other","Probation","Married","Low",0.445833333333333
"Male","Hispanic","Post Sentence","Probation","Divorced","Low",0.35625
"Male","Caucasian","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.720833333333333
"Male","Caucasian","Other","Probation","Married","Low",0.170833333333333
"Male","Caucasian","Pretrial","Pretrial Defendant","Single","Low",0.341666666666667
"Male","Hispanic","Other","Probation","Married","Low",0.4375
"Male","Hispanic","Post Sentence","Probation","Single","Low",0.34375
"Female","Hispanic","Pretrial","Jail Inmate","Significant Other","Low",0.329166666666667
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.270833333333333
"Male","African-American","Post Sentence","Probation","Single","Medium",0.641666666666667
"Male","African-American","Pretrial","Pretrial Defendant","Single","Medium",0.5375
"Male","Caucasian","Pretrial","Pretrial Defendant","Single","Low",0.125
"Male","Caucasian","Post Sentence","Jail Inmate","Single","Low",0.5
"Male","Caucasian","Post Sentence","Probation","Single","Low",0.3625
"Male","Other","Post Sentence","Probation","Married","Low",0.358333333333333
"Male","Hispanic","Other","Probation","Separated","Low",0.4125
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.566666666666667
"Male","African-American","Post Sentence","Probation","Divorced","Low",0.3875
"Male","Hispanic","Post Sentence","Probation","Married","Medium with Override Consideration",0.702083333333333
"Male","African-American","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.752083333333333
"Female","Caucasian","Pretrial","Jail Inmate","Single","Low",0.395833333333333
"Female","African-American","Pretrial","Jail Inmate","Single","Low",0.5125
"Female","Caucasian","Post Sentence","Probation","Single","Low",0.502083333333333
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.43125
"Male","African-American","Pretrial","Jail Inmate","Single","Medium",0.614583333333333
"Male","Caucasian","Pretrial","Jail Inmate","Single","Medium",0.65625
"Male","African-American","Pretrial","Jail Inmate","Married","Low",0.308333333333333
"Male","African-American","Post Sentence","Probation","Single","Medium",0.64375
"Male","Other","Pretrial","Jail Inmate","Married","Low",0.2875
"Male","Caucasian","Post Sentence","Probation","Single","Low",0.372916666666667
"Male","African-American","Post Sentence","Probation","Single","Low",0.39375
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.489583333333333
"Male","Hispanic","Post Sentence","Probation","Single","Low",0.379166666666667
"Male","Hispanic","Post Sentence","Probation","Single","Medium with Override Consideration",0.635416666666667
"Female","African-American","Post Sentence","Probation","Single","Low",0.541666666666667
"Male","African-American","Post Sentence","Probation","Married","Low",0.320833333333333
"Male","Caucasian","Conditional Release","Probation","Single","Low",0.475
"Male","African-American","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.74375
"Male","African-American","Other","Pretrial Defendant","Divorced","Medium",0.604166666666667
"Male","African-American","Pretrial","Jail Inmate","Single","Medium",0.579166666666667
"Male","Caucasian","Post Sentence","Probation","Divorced","Low",0.31875
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.329166666666667
"Female","Caucasian","Post Sentence","Probation","Single","Low",0.46875
"Female","Caucasian","Post Sentence","Probation","Divorced","Low",0.252083333333333
"Male","Caucasian","Pretrial","Jail Inmate","Divorced","Low",0.160416666666667
"Male","African-American","Post Sentence","Probation","Single","Low",0.545833333333333
"Male","African-American","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.833333333333333
"Male","African-American","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.752083333333333
"Male","African-American","Pretrial","Jail Inmate","Married","Low",0.25625
"Male","African-American","Post Sentence","Probation","Single","Low",0.535416666666667
"Male","African-American","Pretrial","Pretrial Defendant","Single","Medium",0.635416666666667
"Male","African-American","Post Sentence","Probation","Single","Low",0.508333333333333
"Male","African-American","Pretrial","Jail Inmate","Divorced","Medium",0.66875
"Male","African-American","Post Sentence","Probation","Married","Medium",0.614583333333333
"Female","African-American","Pretrial","Jail Inmate","Single","Low",0.375
"Female","Caucasian","Pretrial","Jail Inmate","Single","Low",0.404166666666667
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.51875
"Female","Hispanic","Post Sentence","Probation","Single","Low",0.508333333333333
"Female","Hispanic","Pretrial","Pretrial Defendant","Widowed","Low",0.145833333333333
"Male","Caucasian","Pretrial","Pretrial Defendant","Single","Low",0.520833333333333
"Male","Caucasian","Post Sentence","Probation","Single","Medium",0.685416666666667
"Male","Caucasian","Post Sentence","Probation","Single","Medium with Override Consideration",0.722916666666667
"Male","African-American","Pretrial","Jail Inmate","Unknown","Low",0.41875
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.45625
"Male","African-American","Pretrial","Pretrial Defendant","Married","Low",0.495833333333333
"Male","African-American","Post Sentence","Probation","Single","High",0.766666666666667
"Male","Hispanic","Pretrial","Pretrial Defendant","Single","Low",0.360416666666667
"Female","African-American","Pretrial","Jail Inmate","Single","Medium",0.63125
"Female","African-American","Pretrial","Jail Inmate","Single","Low",0.397916666666667
"Female","Caucasian","Other","Probation","Married","Low",0.308333333333333
"Female","African-American","Post Sentence","Probation","Divorced","Low",0.4625
"Male","African-American","Post Sentence","Probation","Single","Medium with Override Consideration",0.7875
"Male","African-American","Post Sentence","Probation","Married","Low",0.28125
"Female","Caucasian","Post Sentence","Probation","Married","Low",0.35
"Male","African-American","Post Sentence","Probation","Widowed","Low",0.335416666666667
"Male","Hispanic","Other","Probation","Single","Low",0.310416666666667
"Male","Asian","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.691666666666667
"Male","Caucasian","Post Sentence","Probation","Divorced","Medium",0.660416666666667
"Male","Hispanic","Post Sentence","Probation","Single","Low",0.529166666666667
"Female","Caucasian","Post Sentence","Probation","Married","Low",0.216666666666667
"Male","African-American","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.6875
"Female","Caucasian","Post Sentence","Probation","Widowed","Low",0.1
"Male","Hispanic","Post Sentence","Probation","Single","Medium with Override Consideration",0.702083333333333
"Male","African-American","Pretrial","Pretrial Defendant","Single","High",0.860416666666667
"Male","African-American","Post Sentence","Probation","Divorced","Low",0.266666666666667
"Male","African-American","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.695833333333333
"Female","Caucasian","Post Sentence","Probation","Single","Low",0.3125
"Male","African-American","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.785416666666667
"Male","Hispanic","Post Sentence","Probation","Single","Low",0.420833333333333
"Male","Other","Other","Probation","Single","Medium",0.645833333333333
"Male","Caucasian","Pretrial","Jail Inmate","Single","Medium",0.604166666666667
"Male","Caucasian","Post Sentence","Probation","Single","Low",0.216666666666667
"Male","African-American","Pretrial","Pretrial Defendant","Single","Medium with Override Consideration",0.66875
"Male","Hispanic","Post Sentence","Probation","Single","Medium",0.614583333333333
"Female","African-American","Post Sentence","Probation","Single","Medium",0.620833333333333
"Male","African-American","Post Sentence","Probation","Single","Low",0.23125
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.49375
"Male","African-American","Pretrial","Jail Inmate","Married","Low",0.358333333333333
"Male","African-American","Pretrial","Jail Inmate","Married","Low",0.0625
"Female","Caucasian","Pretrial","Jail Inmate","Single","Low",0.495833333333333
"Male","Caucasian","Other","Probation","Single","Low",0.141666666666667
"Male","Hispanic","Post Sentence","Probation","Married","Low",0.366666666666667
"Female","African-American","Pretrial","Jail Inmate","Unknown","Medium with Override Consideration",0.76875
"Male","African-American","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.708333333333333
"Male","Hispanic","Other","Probation","Single","Low",0.333333333333333
"Male","Caucasian","Post Sentence","Probation","Divorced","Low",0.191666666666667
"Female","Asian","Post Sentence","Probation","Divorced","Low",0.3375
"Male","Caucasian","Post Sentence","Probation","Single","Low",0.514583333333333
"Male","African-American","Pretrial","Jail Inmate","Separated","High",0.895833333333333
"Male","Hispanic","Pretrial","Pretrial Defendant","Married","Low",0.420833333333333
"Male","Caucasian","Pretrial","Jail Inmate","Single","Medium",0.6625
"Female","Caucasian","Pretrial","Jail Inmate","Single","Low",0.277083333333333
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.370833333333333
"Male","Hispanic","Post Sentence","Probation","Single","Low",0.297916666666667
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.141666666666667
"Male","African-American","Post Sentence","Probation","Single","High",0.758333333333333
"Female","African-American","Post Sentence","Probation","Single","Low",0.4125
"Male","Caucasian","Post Sentence","Probation","Married","Low",0.404166666666667
"Male","Caucasian","Pretrial","Pretrial Defendant","Single","Low",0.575
"Male","African-American","Pretrial","Jail Inmate","Single","High",0.879166666666667
"Female","Caucasian","Post Sentence","Probation","Divorced","Low",0.285416666666667
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.6
"Male","Hispanic","Other","Probation","Single","Low",0.410416666666667
"Male","African-American","Post Sentence","Probation","Single","Medium",0.6625
"Male","Other","Pretrial","Jail Inmate","Single","Low",0.391666666666667
"Female","African-American","Other","Probation","Single","Medium with Override Consideration",0.7375
"Male","Caucasian","Post Sentence","Probation","Single","Low",0.589583333333333
"Male","African-American","Post Sentence","Probation","Married","Low",0.216666666666667
"Female","Hispanic","Post Sentence","Probation","Divorced","Low",0.325
"Male","Caucasian","Pretrial","Jail Inmate","Married","Low",0.289583333333333
"Female","Caucasian","Pretrial","Jail Inmate","Single","Low",0.2125
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.529166666666667
"Male","African-American","Post Sentence","Probation","Single","Medium",0.579166666666667
"Male","Hispanic","Other","Probation","Divorced","Medium",0.64375
"Male","Hispanic","Other","Probation","Single","Low",0.322916666666667
"Male","African-American","Pretrial","Jail Inmate","Single","Medium",0.679166666666667
"Female","African-American","Pretrial","Jail Inmate","Single","Low",0.4
"Male","Other","Pretrial","Jail Inmate","Single","Low",0.46875
"Male","Caucasian","Post Sentence","Probation","Single","Medium with Override Consideration",0.852083333333333
"Female","Hispanic","Other","Probation","Divorced","Low",0.210416666666667
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.439583333333333
"Male","Caucasian","Post Sentence","Probation","Single","Medium",0.677083333333333
"Male","Caucasian","Pretrial","Jail Inmate","Married","Low",0.19375
"Male","Other","Pretrial","Jail Inmate","Married","Low",0.325
"Male","African-American","Pretrial","Jail Inmate","Single","High",0.729166666666667
"Female","Hispanic","Pretrial","Jail Inmate","Single","Low",0.26875
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.291666666666667
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.545833333333333
"Male","African-American","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.704166666666667
"Male","Caucasian","Pretrial","Jail Inmate","Married","Low",0.189583333333333
"Male","African-American","Pretrial","Jail Inmate","Significant Other","Medium",0.641666666666667
"Female","Other","Pretrial","Jail Inmate","Married","Low",0.316666666666667
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.514583333333333
"Female","African-American","Pretrial","Jail Inmate","Single","Low",0.2875
"Male","Other","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.641666666666667
"Male","African-Am","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.695833333333333
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.583333333333333
"Male","Caucasian","Pretrial","Jail Inmate","Married","Medium",0.610416666666667
"Female","Caucasian","Pretrial","Jail Inmate","Single","Low",0.539583333333333
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.464583333333333
"Male","Other","Pretrial","Pretrial Defendant","Single","Low",0.152083333333333
"Male","Caucasian","Pretrial","Pretrial Defendant","Single","Low",0.5375
"Male","Caucasian","Pretrial","Jail Inmate","Married","Low",0.43125
"Female","Caucasian","Pretrial","Pretrial Defendant","Married","Low",0.3
"Male","Hispanic","Pretrial","Jail Inmate","Single","Low",0.539583333333333
"Male","Caucasian","Post Sentence","Probation","Single","Medium with Override Consideration",0.83125
"Male","Hispanic","Other","Probation","Single","Low",0.516666666666667
"Male","African-American","Post Sentence","Probation","Single","Low",0.41875
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.335416666666667
"Male","Hispanic","Post Sentence","Probation","Divorced","Low",0.30625
"Male","Hispanic","Post Sentence","Probation","Single","Medium",0.6375
"Female","Caucasian","Pretrial","Pretrial Defendant","Single","Low",0.527083333333333
"Male","African-American","Post Sentence","Probation","Divorced","Low",0.3125
"Male","Caucasian","Pretrial","Pretrial Defendant","Single","Low",0.389583333333333
"Male","Hispanic","Post Sentence","Probation","Single","Low",0.529166666666667
"Female","Caucasian","Post Sentence","Probation","Single","Low",0.36875
"Male","African-American","Other","Probation","Single","Medium",0.59375
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.460416666666667
"Male","Caucasian","Post Sentence","Probation","Single","Low",0.325
"Female","Caucasian","Post Sentence","Probation","Single","High",0.6625
"Male","African-American","Post Sentence","Probation","Single","Medium",0.6375
"Male","African-American","Post Sentence","Probation","Single","Low",0.5875
"Male","Hispanic","Pretrial","Pretrial Defendant","Married","Low",0.252083333333333
"Male","Caucasian","Pretrial","Jail Inmate","Single","Medium",0.68125
"Male","Caucasian","Other","Probation","Married","Low",0.4375
"Male","Caucasian","Pretrial","Pretrial Defendant","Single","Medium",0.60625
"Female","African-American","Post Sentence","Probation","Single","Medium with Override Consideration",0.675
"Male","African-American","Post Sentence","Probation","Single","Low",0.4875
"Female","Caucasian","Pretrial","Pretrial Defendant","Single","Medium",0.447916666666667
"Female","Caucasian","Post Sentence","Probation","Single","Low",0.454166666666667
"Male","Caucasian","Pretrial","Jail Inmate","Divorced","Low",0.3
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.397916666666667
"Male","Caucasian","Post Sentence","Probation","Single","Low",0.395833333333333
"Female","Caucasian","Pretrial","Pretrial Defendant","Single","Medium",0.55
"Male","Caucasian","Post Sentence","Probation","Single","Low",0.454166666666667
"Male","Hispanic","Pretrial","Pretrial Defendant","Divorced","Low",0.220833333333333
"Female","African-American","Pretrial","Pretrial Defendant","Single","High",0.772916666666667
"Male","Hispanic","Pretrial","Pretrial Defendant","Single","Low",0.40625
"Male","African-American","Pretrial","Pretrial Defendant","Single","Medium with Override Consideration",0.895833333333333
"Male","African-American","Pretrial","Jail Inmate","Single","Medium",0.6625
"Male","African-American","Post Sentence","Probation","Married","Low",0.347916666666667
"Male","Hispanic","Other","Probation","Single","Low",0.564583333333333
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.55625
"Male","Caucasian","Pretrial","Pretrial Defendant","Single","Low",0.35
"Female","Caucasian","Pretrial","Pretrial Defendant","Widowed","Low",0.279166666666667
"Male","Caucasian","Other","Probation","Single","Low",0.497916666666667
"Male","Caucasian","Other","Probation","Single","Low",0.585416666666667
"Female","African-American","Post Sentence","Probation","Single","Medium",0.614583333333333
"Female","Caucasian","Post Sentence","Probation","Single","Low",0.445833333333333
"Male","Other","Pretrial","Jail Inmate","Single","Low",0.472916666666667
"Male","Hispanic","Other","Probation","Single","Low",0.475
"Male","Caucasian","Post Sentence","Probation","Single","Low",0.345833333333333
"Male","Caucasian","Other","Probation","Married","Low",0.220833333333333
"Male","African-American","Post Sentence","Probation","Single","Low",0.508333333333333
"Male","Other","Pretrial","Jail Inmate","Single","Low",0.241666666666667
"Male","African-American","Post Sentence","Probation","Married","Low",0.279166666666667
"Male","Hispanic","Other","Probation","Single","Low",0.40625
"Male","Hispanic","Pretrial","Pretrial Defendant","Unknown","Low",0.435416666666667
"Male","Caucasian","Pretrial","Pretrial Defendant","Single","Low",0.391666666666667
"Male","Caucasian","Post Sentence","Probation","Married","Low",0.316666666666667
"Male","Other","Post Sentence","Probation","Single","Low",0.38125
"Male","Hispanic","Post Sentence","Probation","Single","Low",0.38125
"Male","African-American","Pretrial","Jail Inmate","Single","High",0.76875
"Male","Hispanic","Conditional Release","Probation","Divorced","Medium",0.70625
"Female","Caucasian","Post Sentence","Probation","Separated","Low",0.34375
"Female","African-American","Pretrial","Jail Inmate","Significant Other","Low",0.410416666666667
"Male","Caucasian","Post Sentence","Probation","Single","Low",0.15625
"Male","Caucasian","Post Sentence","Probation","Single","Low",0.23125
"Female","Caucasian","Post Sentence","Probation","Divorced","Low",0.216666666666667
"Male","African-American","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.670833333333333
"Male","Caucasian","Post Sentence","Probation","Married","Low",0.377083333333333
"Male","African-American","Pretrial","Jail Inmate","Single","High",0.7875
"Male","African-American","Other","Probation","Single","Low",0.341666666666667
"Female","Hispanic","Post Sentence","Probation","Single","Low",0.314583333333333
"Male","African-American","Pretrial","Jail Inmate","Single","Medium",0.654166666666667
"Male","Caucasian","Pretrial","Jail Inmate","Divorced","Low",0.325
"Male","African-American","Post Sentence","Probation","Single","Low",0.472916666666667
"Male","Caucasian","Pretrial","Pretrial Defendant","Single","Low",0.427083333333333
"Male","African-American","Post Sentence","Probation","Single","Medium",0.652083333333333
"Male","African-American","Other","Probation","Married","Low",0.279166666666667
"Male","Caucasian","Post Sentence","Probation","Single","Low",0.510416666666667
"Male","Other","Pretrial","Jail Inmate","Married","Low",0.4625
"Male","African-American","Post Sentence","Probation","Single","High",0.733333333333333
"Male","African-American","Pretrial","Pretrial Defendant","Single","Medium",0.49375
"Female","African-American","Post Sentence","Probation","Single","Medium",0.622916666666667
"Male","Caucasian","Post Sentence","Probation","Married","Low",0.410416666666667
"Male","Hispanic","Pretrial","Jail Inmate","Single","Low",0.497916666666667
"Male","Asian","Post Sentence","Probation","Married","Low",0.358333333333333
"Male","Hispanic","Post Sentence","Probation","Divorced","Low",0.383333333333333
"Male","Caucasian","Post Sentence","Probation","Divorced","Low",0.322916666666667
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.395833333333333
"Male","African-American","Post Sentence","Probation","Single","Medium",0.585416666666667
"Male","Caucasian","Post Sentence","Probation","Single","Low",0.383333333333333
"Male","Caucasian","Pretrial","Jail Inmate","Single","Medium",0.658333333333333
"Female","Caucasian","Pretrial","Jail Inmate","Single","Low",0.416666666666667
"Male","African-American","Post Sentence","Probation","Single","Low",0.283333333333333
"Male","African-American","Post Sentence","Probation","Single","High",0.802083333333333
"Female","African-American","Pretrial","Jail Inmate","Single","Low",0.402083333333333
"Male","Caucasian","Post Sentence","Probation","Married","Low",0.275
"Male","Caucasian","Pretrial","Jail Inmate","Divorced","Low",0.422916666666667
"Male","Caucasian","Pretrial","Pretrial Defendant","Single","Low",0.21875
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.372916666666667
"Female","Caucasian","Post Sentence","Probation","Divorced","Low",0.41875
"Female","Hispanic","Post Sentence","Probation","Single","Medium",0.55625
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.40625
"Female","African-American","Post Sentence","Probation","Married","Low",0.3875
"Male","African-American","Pretrial","Jail Inmate","Unknown","Medium",0.604166666666667
"Male","Asian","Post Sentence","Probation","Single","Low",0.277083333333333
"Male","Caucasian","Other","Probation","Single","Low",0.458333333333333
"Male","Hispanic","Other","Probation","Single","Low",0.422916666666667
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.6
"Male","African-American","Post Sentence","Probation","Married","Low",0.275
"Male","Caucasian","Post Sentence","Probation","Single","Low",0.491666666666667
"Female","Other","Pretrial","Jail Inmate","Single","Low",0.383333333333333
"Male","African-American","Post Sentence","Probation","Single","Low",0.208333333333333
"Male","African-American","Post Sentence","Probation","Single","Medium with Override Consideration",0.745833333333333
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.225
"Female","African-American","Pretrial","Jail Inmate","Single","Low",0.447916666666667
"Male","African-American","Other","Probation","Single","Low",0.45
"Male","Hispanic","Post Sentence","Probation","Married","Low",0.479166666666667
"Female","African-American","Pretrial","Jail Inmate","Unknown","Low",0.514583333333333
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.4
"Male","African-American","Post Sentence","Probation","Single","Medium with Override Consideration",0.733333333333333
"Male","Caucasian","Post Sentence","Probation","Single","Low",0.547916666666667
"Male","Hispanic","Other","Probation","Divorced","Low",0.277083333333333
"Male","African-American","Post Sentence","Probation","Married","Low",0.497916666666667
"Female","African-American","Pretrial","Jail Inmate","Single","Low",0.472916666666667
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.239583333333333
"Male","African-American","Post Sentence","Probation","Single","Medium with Override Consideration",0.895833333333333
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.527083333333333
"Female","Caucasian","Post Sentence","Probation","Married","Low",0.364583333333333
"Male","Caucasian","Pretrial","Pretrial Defendant","Single","Low",0.43125
"Female","African-American","Post Sentence","Probation","Separated","Low",0.439583333333333
"Male","African-American","Conditional Release","Probation","Single","High",0.79375
"Female","Caucasian","Pretrial","Jail Inmate","Single","Medium",0.558333333333333
"Male","African-American","Other","Probation","Married","Medium",0.6625
"Male","African-American","Pretrial","Pretrial Defendant","Single","Low",0.4875
"Male","Hispanic","Other","Probation","Single","Low",0.460416666666667
"Male","Caucasian","Post Sentence","Probation","Single","Low",0.395833333333333
"Female","Caucasian","Post Sentence","Probation","Single","Low",0.254166666666667
"Male","Caucasian","Post Sentence","Probation","Single","Low",0.204166666666667
"Male","African-American","Post Sentence","Probation","Single","Medium",0.652083333333333
"Male","Hispanic","Other","Probation","Single","Low",0.460416666666667
"Female","African-American","Post Sentence","Probation","Single","Medium with Override Consideration",0.7375
"Male","African-American","Pretrial","Jail Inmate","Single","Medium",0.639583333333333
"Male","African-American","Post Sentence","Probation","Single","Medium with Override Consideration",0.741666666666667
"Male","Caucasian","Post Sentence","Probation","Single","High",0.754166666666667
"Female","African-American","Post Sentence","Probation","Single","Low",0.460416666666667
"Female","African-American","Post Sentence","Probation","Single","Low",0.491666666666667
"Female","African-American","Pretrial","Jail Inmate","Single","Medium",0.5
"Female","Hispanic","Post Sentence","Probation","Single","Medium",0.558333333333333
"Male","Caucasian","Post Sentence","Probation","Single","Low",0.475
"Male","African-American","Pretrial","Probation","Single","Medium",0.679166666666667
"Female","Caucasian","Pretrial","Jail Inmate","Single","Low",0.466666666666667
"Male","Caucasian","Post Sentence","Probation","Single","Low",0.483333333333333
"Male","Caucasian","Post Sentence","Probation","Single","Low",0.345833333333333
"Female","Caucasian","Pretrial","Jail Inmate","Married","Low",0.214583333333333
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.304166666666667
"Male","Other","Pretrial","Jail Inmate","Divorced","Low",0.127083333333333
"Female","African-American","Pretrial","Jail Inmate","Single","Low",0.304166666666667
"Male","Caucasian","Post Sentence","Probation","Widowed","Low",0.233333333333333
"Female","Caucasian","Pretrial","Jail Inmate","Separated","Low",0.377083333333333
"Male","African-American","Pretrial","Pretrial Defendant","Single","Medium",0.635416666666667
"Male","Caucasian","Post Sentence","Probation","Single","Medium with Override Consideration",0.716666666666667
"Female","Caucasian","Other","Probation","Single","Low",0.16875
"Female","African-American","Pretrial","Jail Inmate","Single","Medium",0.595833333333333
"Male","African-American","Pretrial","Jail Inmate","Single","Medium",0.6375
"Male","Caucasian","Post Sentence","Probation","Married","Low",0.19375
"Female","Hispanic","Pretrial","Jail Inmate","Separated","Low",0.247916666666667
"Male","Caucasian","Pretrial","Jail Inmate","Single","Medium",0.527083333333333
"Male","Caucasian","Pretrial","Pretrial Defendant","Single","Low",0.172916666666667
"Male","Caucasian","Pretrial","Pretrial Defendant","Single","Low",0.554166666666667
"Female","African-American","Pretrial","Jail Inmate","Single","Low",0.416666666666667
"Male","Caucasian","Other","Probation","Single","Low",0.266666666666667
"Male","Caucasian","Post Sentence","Probation","Single","Low",0.4875
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.429166666666667
"Male","African-American","Pretrial","Pretrial Defendant","Single","Medium",0.583333333333333
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.583333333333333
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.5875
